timestamp,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage
2025-04-22 01:35:00,85.48,22.86,23.37,625.49,606.1,232.79,0.56,0.38,5.64,Germination
2025-04-22 01:40:00,84.88,23.36,22.74,640.7,371.37,132.32,0.36,0.22,5.75,Germination
2025-04-22 01:45:00,80.76,24.08,22.44,630.41,592.32,221.69,0.18,0.67,5.64,Germination
2025-04-22 01:50:00,83.84,24.29,23.37,631.6,729.84,155.89,0.66,0.14,6.79,Germination
2025-04-22 01:55:00,81.5,21.56,22.03,632.23,361.8,109.28,0.56,0.56,6.25,Germination
2025-04-22 02:00:00,84.16,22.23,22.68,642.95,473.19,134.97,0.52,0.9,5.64,Germination
2025-04-22 02:05:00,83.84,24.83,23.06,631.37,741.94,251.45,0.55,0.35,6.05,Germination
2025-04-22 02:10:00,83.3,22.98,23.95,628.37,549.5,128.11,0.41,0.4,7.4,Germination
2025-04-22 02:15:00,81.94,22.56,21.77,628.22,391.32,254.36,0.76,0.57,6.88,Germination
2025-04-22 02:20:00,79.69,22.18,22.53,640.29,379.3,173.04,0.21,0.8,7.22,Germination
2025-04-22 02:25:00,81.55,21.98,24.0,619.76,696.3,122.52,0.22,-0.14,6.66,Germination
2025-04-22 02:30:00,81.73,22.3,23.55,634.22,378.11,114.5,0.86,0.86,6.27,Germination
2025-04-22 02:35:00,81.9,23.82,22.89,634.54,329.99,102.18,0.68,0.39,6.56,Germination
2025-04-22 02:40:00,81.47,24.34,22.12,623.09,719.13,201.34,0.53,0.22,7.05,Germination
2025-04-22 02:45:00,80.44,22.61,23.05,621.06,622.59,252.09,0.26,0.63,6.72,Germination
2025-04-22 02:50:00,83.46,24.35,23.07,636.55,510.19,188.38,0.24,0.87,7.02,Germination
2025-04-22 02:55:00,82.12,24.06,22.9,652.79,518.67,174.36,0.56,0.13,5.87,Germination
2025-04-22 03:00:00,86.93,23.45,23.94,622.83,539.33,154.76,0.41,0.73,5.53,Germination
2025-04-22 03:05:00,80.95,23.62,22.01,626.6,431.2,191.57,0.4,0.34,5.9,Germination
2025-04-22 03:10:00,83.82,24.51,22.57,640.04,792.7,142.66,0.17,0.62,6.26,Germination
2025-04-22 03:15:00,81.33,23.17,23.75,633.89,296.2,232.88,0.37,0.66,7.32,Germination
2025-04-22 03:20:00,80.81,22.41,23.82,638.75,576.75,201.28,0.66,0.63,7.0,Germination
2025-04-22 03:25:00,82.83,22.73,23.01,623.68,621.16,152.96,0.48,0.33,7.43,Germination
2025-04-22 03:30:00,79.7,23.38,22.07,629.25,693.85,213.2,0.67,0.31,7.38,Germination
2025-04-22 03:35:00,80.5,24.86,22.5,638.59,601.28,109.53,0.78,0.29,7.55,Germination
2025-04-22 03:40:00,81.89,24.23,22.51,625.05,393.75,200.76,0.56,0.44,7.58,Germination
2025-04-22 03:45:00,85.9,24.98,22.99,628.67,531.9,207.41,0.49,0.23,6.03,Germination
2025-04-22 03:50:00,82.73,24.9,23.26,616.24,413.93,150.35,0.56,0.81,6.1,Germination
2025-04-22 03:55:00,85.14,23.35,23.26,628.83,370.98,167.28,0.66,0.5,6.76,Germination
2025-04-22 04:00:00,84.78,22.22,21.55,631.05,429.67,242.56,0.24,0.31,7.22,Germination
2025-04-22 04:05:00,84.37,22.41,23.08,629.14,402.89,114.17,0.22,0.56,6.89,Germination
2025-04-22 04:10:00,78.73,22.51,23.42,634.37,496.54,106.13,0.58,0.36,7.1,Germination
2025-04-22 04:15:00,81.11,23.43,22.92,638.53,285.86,123.84,0.78,0.83,6.07,Germination
2025-04-22 04:20:00,87.49,20.1,22.91,632.36,419.74,185.56,0.43,0.62,5.73,Germination
2025-04-22 04:25:00,77.35,24.46,23.07,640.14,521.08,236.55,0.88,0.62,6.31,Germination
2025-04-22 04:30:00,79.67,24.89,23.63,640.88,537.37,128.59,0.63,0.73,5.87,Germination
2025-04-22 04:35:00,82.58,21.76,23.08,641.58,342.01,93.8,0.71,0.44,7.21,Germination
2025-04-22 04:40:00,84.25,22.77,23.53,633.45,549.77,182.54,0.48,0.94,6.92,Germination
2025-04-22 04:45:00,81.81,23.05,23.44,628.49,641.3,106.6,0.32,0.7,5.91,Germination
2025-04-22 04:50:00,80.46,22.79,22.67,626.06,464.3,222.53,0.48,0.16,6.8,Germination
2025-04-22 04:55:00,80.7,22.48,23.4,632.09,382.98,143.11,0.3,0.45,5.85,Germination
2025-04-22 05:00:00,59.62,30.95,27.51,633.52,710.09,109.69,0.54,0.3,6.84,Germination
2025-04-22 05:05:00,58.72,32.78,28.2,629.33,374.58,192.5,0.63,0.14,6.15,Germination
2025-04-22 05:10:00,61.28,31.82,28.71,638.49,813.64,87.07,0.62,0.69,5.69,Germination
2025-04-22 05:15:00,59.83,31.81,26.25,638.36,342.04,211.93,0.31,0.14,7.38,Germination
2025-04-22 05:20:00,59.36,27.89,28.49,624.62,699.65,119.15,0.55,0.61,5.98,Germination
2025-04-22 05:25:00,58.25,32.29,30.32,629.65,540.79,211.88,0.22,0.32,7.34,Germination
2025-04-22 05:30:00,57.04,31.85,29.14,621.09,565.79,168.47,0.44,0.15,7.29,Germination
2025-04-22 05:35:00,61.48,28.08,29.52,636.76,397.88,149.19,0.55,0.65,6.49,Germination
2025-04-22 05:40:00,61.63,32.93,28.25,639.29,488.92,248.55,0.31,0.27,6.4,Germination
2025-04-22 05:45:00,59.84,32.42,28.7,643.21,544.64,170.59,0.79,0.2,5.79,Germination
2025-04-22 05:50:00,56.27,29.63,28.37,631.35,413.03,173.66,0.23,0.26,6.26,Germination
2025-04-22 05:55:00,57.06,28.07,29.25,614.35,329.82,195.14,0.16,0.44,5.68,Germination
2025-04-22 06:00:00,59.2,31.81,29.91,621.53,22555.4,547.63,0.67,0.16,6.83,Germination
2025-04-22 06:05:00,60.92,33.06,28.03,632.18,21644.12,704.01,0.67,0.43,6.25,Germination
2025-04-22 06:10:00,60.36,29.11,26.29,620.0,15734.24,779.1,0.17,0.74,7.01,Germination
2025-04-22 06:15:00,60.66,30.42,28.88,635.84,14921.79,612.96,0.6,0.11,6.07,Germination
2025-04-22 06:20:00,57.56,29.37,29.39,628.85,23351.52,491.78,0.71,0.51,6.66,Germination
2025-04-22 06:25:00,62.92,31.24,29.83,633.81,15181.06,788.55,0.19,0.68,6.65,Germination
2025-04-22 06:30:00,59.64,32.8,27.84,626.53,24560.35,559.36,0.76,0.73,5.64,Germination
2025-04-22 06:35:00,61.56,32.48,26.51,629.29,22620.73,547.74,0.72,0.38,7.24,Germination
2025-04-22 06:40:00,59.26,28.52,29.72,647.83,15905.42,553.0,0.3,0.57,5.81,Germination
2025-04-22 06:45:00,57.57,30.43,27.47,637.95,25865.84,546.77,0.73,0.38,7.15,Germination
2025-04-22 06:50:00,58.98,30.44,29.14,629.59,17576.53,662.78,0.12,0.23,6.16,Germination
2025-04-22 06:55:00,58.53,32.07,28.49,626.52,17566.4,530.97,0.17,0.86,6.08,Germination
2025-04-22 07:00:00,58.51,29.5,26.68,612.27,16187.29,554.07,0.27,0.26,6.64,Germination
2025-04-22 07:05:00,58.93,30.81,27.71,632.71,15273.75,674.19,0.76,0.5,6.77,Germination
2025-04-22 07:10:00,58.34,29.67,26.49,632.66,16140.07,795.73,0.81,0.38,5.84,Germination
2025-04-22 07:15:00,56.04,30.1,26.35,637.88,16457.31,615.35,0.62,0.56,7.27,Germination
2025-04-22 07:20:00,58.05,32.1,28.46,614.85,24050.47,761.2,0.26,0.35,7.25,Germination
2025-04-22 07:25:00,57.07,32.01,26.57,629.47,14936.93,648.45,0.21,0.32,5.61,Germination
2025-04-22 07:30:00,59.33,28.44,28.55,629.82,22609.78,705.74,0.38,0.59,6.97,Germination
2025-04-22 07:35:00,61.16,28.86,27.33,643.17,16774.49,748.3,0.83,0.52,7.47,Germination
2025-04-22 07:40:00,61.67,30.45,29.48,623.38,17054.94,629.31,0.44,0.13,6.94,Germination
2025-04-22 07:45:00,57.73,32.7,29.71,630.74,25003.25,779.69,0.18,0.39,7.16,Germination
2025-04-22 07:50:00,59.06,31.12,28.57,635.38,16959.76,741.45,0.68,0.38,5.89,Germination
2025-04-22 07:55:00,57.88,29.51,29.48,636.41,23807.59,799.14,0.63,0.8,5.91,Germination
2025-04-22 08:00:00,60.2,30.38,29.31,632.79,20124.6,739.86,0.46,0.25,5.83,Germination
2025-04-22 08:05:00,61.27,29.29,29.87,635.25,21333.65,777.24,0.48,0.77,6.72,Germination
2025-04-22 08:10:00,56.88,32.02,30.04,625.95,20544.79,657.23,0.67,0.86,6.6,Germination
2025-04-22 08:15:00,57.57,28.43,28.06,638.41,20072.08,660.84,0.22,0.9,6.4,Germination
2025-04-22 08:20:00,60.76,31.19,26.5,624.69,22187.44,730.59,0.29,0.65,5.57,Germination
2025-04-22 08:25:00,58.48,30.24,28.31,643.86,19091.78,552.9,0.79,0.31,5.64,Germination
2025-04-22 08:30:00,58.65,31.62,28.04,636.58,22482.16,712.94,0.5,0.64,6.87,Germination
2025-04-22 08:35:00,59.68,31.76,28.06,627.47,15790.08,726.31,0.84,0.89,6.16,Germination
2025-04-22 08:40:00,59.55,28.97,26.89,619.47,17356.81,703.83,0.6,0.33,6.35,Germination
2025-04-22 08:45:00,58.9,30.71,28.27,643.02,19054.88,724.42,0.47,0.59,7.14,Germination
2025-04-22 08:50:00,62.76,31.61,26.23,633.86,20821.53,728.68,0.74,0.1,6.69,Germination
2025-04-22 08:55:00,59.38,31.66,27.62,632.18,17253.08,738.75,0.33,0.44,6.33,Germination
2025-04-22 09:00:00,57.92,32.48,28.84,635.23,18715.51,657.11,0.42,0.56,6.08,Germination
2025-04-22 09:05:00,59.2,30.85,28.5,626.51,15043.69,643.47,0.5,0.82,6.0,Germination
2025-04-22 09:10:00,59.2,29.48,26.65,639.56,24239.85,590.27,0.54,0.73,7.38,Germination
2025-04-22 09:15:00,63.3,30.55,28.38,615.59,24476.59,640.8,0.81,0.53,7.33,Germination
2025-04-22 09:20:00,59.23,32.94,27.4,625.49,24735.1,725.15,0.73,0.79,5.82,Germination
2025-04-22 09:25:00,60.05,28.9,28.19,625.06,22468.78,537.43,0.12,0.55,5.84,Germination
2025-04-22 09:30:00,58.56,31.23,27.9,628.32,23054.2,502.56,0.67,0.29,7.19,Germination
2025-04-22 09:35:00,59.73,28.97,29.14,623.46,24297.09,669.18,0.69,0.18,6.66,Germination
2025-04-22 09:40:00,58.99,32.28,27.41,618.74,23277.39,709.79,0.65,0.79,7.27,Germination
2025-04-22 09:45:00,61.17,32.2,26.89,628.51,24137.08,647.55,0.82,0.53,7.28,Germination
2025-04-22 09:50:00,60.14,29.29,29.54,619.25,24371.29,654.62,0.77,0.24,6.55,Germination
2025-04-22 09:55:00,59.2,31.57,29.37,636.18,16709.63,528.51,0.65,0.48,7.39,Germination
2025-04-22 10:00:00,58.06,32.57,29.36,627.08,16898.72,458.34,0.78,0.84,6.4,Germination
2025-04-22 10:05:00,58.47,31.77,27.97,624.05,16841.27,692.37,0.42,0.28,6.77,Germination
2025-04-22 10:10:00,61.36,31.07,26.57,629.79,17220.92,534.34,0.63,0.75,5.87,Germination
2025-04-22 10:15:00,58.67,31.91,27.49,635.04,16121.5,562.69,-0.12,0.43,6.78,Germination
2025-04-22 10:20:00,58.37,28.13,26.74,617.82,16156.43,585.38,0.64,0.11,6.72,Germination
2025-04-22 10:25:00,57.83,32.04,28.24,621.99,20466.8,568.97,0.11,0.8,7.13,Germination
2025-04-22 10:30:00,59.65,29.79,27.81,634.33,22572.95,715.73,0.78,0.89,6.43,Germination
2025-04-22 10:35:00,58.49,31.82,26.84,628.92,22804.25,639.01,0.13,0.22,5.67,Germination
2025-04-22 10:40:00,57.51,28.24,28.13,625.08,16639.26,834.24,0.29,0.27,6.03,Germination
2025-04-22 10:45:00,59.51,31.25,27.37,634.32,15268.25,709.11,0.75,0.27,6.79,Germination
2025-04-22 10:50:00,58.06,28.28,27.44,627.93,19972.31,495.85,0.65,0.69,6.61,Germination
2025-04-22 10:55:00,59.89,30.5,27.63,632.82,16645.47,645.35,0.58,0.75,6.39,Germination
2025-04-22 11:00:00,54.81,28.73,26.72,632.63,20892.84,662.2,0.51,0.31,6.38,Germination
2025-04-22 11:05:00,56.58,31.41,28.76,630.78,22191.22,686.64,0.54,0.26,7.46,Germination
2025-04-22 11:10:00,58.46,29.65,27.59,631.76,16857.79,779.86,0.64,0.7,7.15,Germination
2025-04-22 11:15:00,59.95,30.64,28.64,645.18,17573.89,663.67,0.7,0.31,5.57,Germination
2025-04-22 11:20:00,59.46,29.08,26.92,623.79,18760.7,614.6,0.45,0.76,7.17,Germination
2025-04-22 11:25:00,58.53,31.31,28.06,635.61,17398.57,770.96,0.86,0.45,5.42,Germination
2025-04-22 11:30:00,59.63,32.1,29.39,631.39,18204.27,610.74,0.43,0.4,6.65,Germination
2025-04-22 11:35:00,62.45,31.71,28.33,629.39,18530.19,794.72,0.63,0.86,6.74,Germination
2025-04-22 11:40:00,61.3,30.52,28.95,621.65,17849.09,620.05,0.15,0.31,6.84,Germination
2025-04-22 11:45:00,57.18,29.79,27.35,639.43,24781.45,679.52,0.36,0.73,6.5,Germination
2025-04-22 11:50:00,60.22,29.17,27.11,632.98,16835.64,490.94,0.28,0.57,6.49,Germination
2025-04-22 11:55:00,58.67,29.5,28.8,644.26,20192.07,554.2,0.72,0.29,6.26,Germination
2025-04-22 12:00:00,54.38,37.38,33.77,615.88,11949.81,440.65,0.62,0.81,6.43,Germination
2025-04-22 12:05:00,50.86,37.4,33.65,641.34,12816.35,479.83,0.59,0.88,5.67,Germination
2025-04-22 12:10:00,43.7,37.83,32.78,629.5,12571.98,462.28,0.84,0.56,5.87,Germination
2025-04-22 12:15:00,49.49,37.4,32.03,634.32,15216.42,396.52,0.59,0.72,7.43,Germination
2025-04-22 12:20:00,52.25,35.62,33.91,634.54,10521.35,316.99,0.61,0.09,6.21,Germination
2025-04-22 12:25:00,54.5,36.84,33.72,641.02,12812.73,314.74,0.91,0.74,5.6,Germination
2025-04-22 12:30:00,51.77,35.95,32.97,631.08,12536.01,329.51,0.68,0.13,5.76,Germination
2025-04-22 12:35:00,46.79,36.64,32.15,645.31,10643.5,319.45,0.75,0.49,6.21,Germination
2025-04-22 12:40:00,51.99,36.21,33.62,624.83,13927.21,321.21,0.5,0.23,6.6,Germination
2025-04-22 12:45:00,49.63,37.1,32.28,633.71,10618.14,476.86,0.51,0.84,5.59,Germination
2025-04-22 12:50:00,48.8,37.54,33.81,627.54,10343.09,344.61,0.59,0.26,6.48,Germination
2025-04-22 12:55:00,55.2,36.71,31.65,633.14,13604.98,462.95,0.73,0.32,6.14,Germination
2025-04-22 13:00:00,52.07,36.9,33.52,646.45,5570.36,352.12,0.15,0.4,6.07,Germination
2025-04-22 13:05:00,49.29,37.49,33.58,626.14,9674.18,177.64,0.65,0.27,5.88,Germination
2025-04-22 13:10:00,53.36,37.15,33.0,636.72,7173.12,225.94,0.78,0.59,6.09,Germination
2025-04-22 13:15:00,47.03,35.86,32.74,636.51,4998.13,425.1,0.71,0.58,5.47,Germination
2025-04-22 13:20:00,50.78,36.83,33.2,632.22,8298.1,345.7,0.34,0.37,6.31,Germination
2025-04-22 13:25:00,43.93,37.5,32.78,633.45,6973.12,330.66,0.46,0.84,6.61,Germination
2025-04-22 13:30:00,47.5,37.92,33.05,640.55,5996.43,279.64,0.3,0.68,6.27,Germination
2025-04-22 13:35:00,50.08,36.21,32.07,617.51,8833.06,333.76,0.31,0.74,7.49,Germination
2025-04-22 13:40:00,51.58,36.58,34.0,624.53,7303.95,265.52,0.59,0.41,6.38,Germination
2025-04-22 13:45:00,43.35,36.76,32.82,622.38,5299.05,380.32,0.57,0.07,5.75,Germination
2025-04-22 13:50:00,52.92,36.08,33.11,629.84,9659.3,320.03,0.35,0.79,6.24,Germination
2025-04-22 13:55:00,46.62,37.85,32.67,640.16,9649.56,339.3,0.81,0.75,6.41,Germination
2025-04-22 14:00:00,52.17,37.22,32.4,619.97,7689.9,371.16,0.57,0.63,5.52,Germination
2025-04-22 14:05:00,42.29,37.64,33.6,632.71,5800.66,145.27,0.4,0.38,7.03,Germination
2025-04-22 14:10:00,50.32,37.5,33.02,637.21,8568.63,184.51,0.29,0.28,7.14,Germination
2025-04-22 14:15:00,51.26,36.96,32.85,632.38,6030.62,379.93,0.59,0.25,5.9,Germination
2025-04-22 14:20:00,48.98,37.5,32.94,642.82,5028.98,173.5,0.22,0.14,7.35,Germination
2025-04-22 14:25:00,47.78,37.61,33.16,634.65,9684.96,172.5,0.2,0.31,7.09,Germination
2025-04-22 14:30:00,44.23,37.56,32.99,635.85,6250.51,261.91,0.84,0.42,6.95,Germination
2025-04-22 14:35:00,51.84,37.17,33.61,627.16,8518.83,362.92,0.48,0.42,6.53,Germination
2025-04-22 14:40:00,47.78,37.89,33.57,629.88,5463.06,329.51,0.37,0.71,7.6,Germination
2025-04-22 14:45:00,50.55,37.54,32.66,626.52,5911.88,245.01,0.55,0.89,6.29,Germination
2025-04-22 14:50:00,43.5,37.74,33.19,627.91,8620.23,383.54,0.16,0.68,5.46,Germination
2025-04-22 14:55:00,43.11,37.12,32.76,634.4,6159.04,331.35,0.25,0.26,6.97,Germination
2025-04-22 15:00:00,51.44,37.52,34.0,633.61,5615.02,386.72,0.81,0.11,6.17,Germination
2025-04-22 15:05:00,52.19,37.46,32.66,630.84,4647.12,363.0,0.33,0.48,6.66,Germination
2025-04-22 15:10:00,45.17,37.32,33.99,631.56,6311.66,250.56,0.3,0.11,6.12,Germination
2025-04-22 15:15:00,53.72,36.74,31.96,635.73,7614.33,210.25,0.89,0.57,6.38,Germination
2025-04-22 15:20:00,50.44,37.7,34.03,623.3,7362.52,191.25,0.13,0.33,7.17,Germination
2025-04-22 15:25:00,52.76,37.6,34.31,623.61,5899.15,207.68,0.23,0.7,7.19,Germination
2025-04-22 15:30:00,51.33,37.73,33.22,632.1,8206.64,208.24,0.33,0.21,6.44,Germination
2025-04-22 15:35:00,48.22,37.37,32.2,645.22,7320.19,284.14,0.8,0.23,6.36,Germination
2025-04-22 15:40:00,46.12,37.2,33.36,633.9,7031.69,197.71,0.29,0.73,7.07,Germination
2025-04-22 15:45:00,48.28,37.8,33.32,636.86,9367.7,245.99,0.43,0.19,6.53,Germination
2025-04-22 15:50:00,46.77,36.95,32.34,631.14,8683.2,232.34,0.47,0.78,7.13,Germination
2025-04-22 15:55:00,44.43,38.02,31.87,638.89,6689.42,142.99,0.71,0.69,6.24,Germination
2025-04-22 16:00:00,54.18,33.69,29.27,624.5,7901.02,206.05,0.63,0.81,7.54,Germination
2025-04-22 16:05:00,46.59,30.8,30.71,644.29,7450.17,163.62,0.58,0.63,6.48,Germination
2025-04-22 16:10:00,53.08,29.81,29.74,619.34,6526.57,147.5,0.77,0.15,7.42,Germination
2025-04-22 16:15:00,45.0,32.86,28.43,627.42,6755.44,233.98,0.56,0.45,6.12,Germination
2025-04-22 16:20:00,50.25,30.52,31.91,629.4,5996.13,200.32,0.89,0.45,5.83,Germination
2025-04-22 16:25:00,46.26,33.73,30.16,630.55,6584.52,159.87,0.44,0.77,6.89,Germination
2025-04-22 16:30:00,51.3,33.29,30.41,627.53,9711.47,312.16,0.3,0.18,6.03,Germination
2025-04-22 16:35:00,48.33,32.18,29.79,620.88,6680.32,224.85,0.2,0.25,6.24,Germination
2025-04-22 16:40:00,52.6,30.03,31.44,634.57,9311.4,180.53,0.75,0.23,6.9,Germination
2025-04-22 16:45:00,49.91,31.88,29.47,622.54,5154.04,386.25,0.69,0.42,6.56,Germination
2025-04-22 16:50:00,51.25,32.45,29.28,631.48,8457.39,225.2,0.7,0.7,5.6,Germination
2025-04-22 16:55:00,42.62,30.7,28.85,641.22,8932.48,297.29,0.52,0.23,7.23,Germination
2025-04-22 17:00:00,42.69,32.57,31.21,636.53,6029.1,177.76,0.77,0.43,6.72,Germination
2025-04-22 17:05:00,51.51,31.99,32.19,627.56,8966.44,283.61,0.73,0.29,6.16,Germination
2025-04-22 17:10:00,56.27,31.63,32.09,622.39,6223.62,297.95,0.18,0.7,5.67,Germination
2025-04-22 17:15:00,51.41,33.06,30.34,620.51,8573.06,377.49,0.35,0.64,6.67,Germination
2025-04-22 17:20:00,46.2,30.16,28.23,623.74,8179.16,355.9,0.42,0.16,7.51,Germination
2025-04-22 17:25:00,49.08,30.69,31.15,620.84,8557.36,255.66,0.41,1.26,6.64,Germination
2025-04-22 17:30:00,52.62,29.51,30.42,644.21,5629.51,199.81,0.77,0.64,7.45,Germination
2025-04-22 17:35:00,46.01,33.8,32.14,637.73,8237.1,267.92,0.45,0.72,5.95,Germination
2025-04-22 17:40:00,43.15,30.56,31.39,620.81,5560.69,133.7,0.82,0.22,7.36,Germination
2025-04-22 17:45:00,46.05,33.34,30.95,622.65,5538.9,269.85,0.6,0.66,6.46,Germination
2025-04-22 17:50:00,45.82,33.53,28.85,621.2,4596.6,257.3,0.47,0.34,7.41,Germination
2025-04-22 17:55:00,52.11,33.31,31.4,631.27,6130.07,324.78,0.47,0.48,5.77,Germination
2025-04-22 18:00:00,66.86,27.69,32.19,638.39,805.62,120.44,0.61,0.28,7.12,Germination
2025-04-22 18:05:00,61.04,30.13,29.0,631.42,801.88,129.13,0.42,0.51,6.1,Germination
2025-04-22 18:10:00,64.17,27.85,30.14,631.19,611.52,117.43,0.29,0.81,5.77,Germination
2025-04-22 18:15:00,68.38,27.2,29.78,615.06,633.19,152.71,0.38,0.73,5.92,Germination
2025-04-22 18:20:00,59.68,27.62,28.69,634.72,738.72,252.89,0.75,0.57,6.82,Germination
2025-04-22 18:25:00,63.53,27.14,28.85,642.93,728.63,148.07,0.41,0.19,6.67,Germination
2025-04-22 18:30:00,67.65,27.29,30.6,622.48,561.39,197.01,0.11,0.63,6.56,Germination
2025-04-22 18:35:00,66.49,28.99,28.68,630.64,482.95,230.06,0.39,0.64,5.84,Germination
2025-04-22 18:40:00,61.39,26.91,30.63,626.45,392.72,173.29,0.11,0.35,5.68,Germination
2025-04-22 18:45:00,67.62,27.8,29.53,632.63,398.67,218.09,0.34,0.64,6.65,Germination
2025-04-22 18:50:00,66.08,29.05,31.24,628.35,396.09,223.04,0.7,0.66,6.21,Germination
2025-04-22 18:55:00,61.78,27.31,29.54,637.23,339.28,225.55,0.96,0.43,6.04,Germination
2025-04-22 19:00:00,61.21,28.23,27.79,630.38,305.06,114.67,0.64,0.15,5.53,Germination
2025-04-22 19:05:00,60.68,29.08,29.63,638.09,278.07,164.96,0.09,0.63,7.06,Germination
2025-04-22 19:10:00,64.13,26.68,30.45,628.44,517.77,268.32,0.57,0.45,6.83,Germination
2025-04-22 19:15:00,59.56,28.23,32.01,635.25,531.28,129.39,0.28,0.52,6.54,Germination
2025-04-22 19:20:00,59.54,27.07,30.29,618.33,660.43,251.85,0.42,0.6,7.12,Germination
2025-04-22 19:25:00,66.68,26.27,29.79,631.78,682.58,174.73,0.17,0.94,5.87,Germination
2025-04-22 19:30:00,67.89,28.97,29.18,622.69,380.64,115.21,0.2,0.14,6.5,Germination
2025-04-22 19:35:00,70.49,27.56,30.08,623.15,768.74,154.97,0.31,0.17,6.0,Germination
2025-04-22 19:40:00,65.96,26.76,30.59,627.76,654.74,180.22,0.16,0.56,7.07,Germination
2025-04-22 19:45:00,61.87,26.63,31.65,644.55,577.03,95.26,0.67,0.55,6.21,Germination
2025-04-22 19:50:00,69.96,28.48,28.77,622.1,502.13,199.29,0.5,0.65,6.35,Germination
2025-04-22 19:55:00,60.83,26.17,27.67,631.91,506.91,151.46,0.24,0.83,7.21,Germination
2025-04-22 20:00:00,67.17,30.03,31.51,621.2,755.21,142.81,0.56,0.71,7.05,Germination
2025-04-22 20:05:00,59.4,26.82,27.86,626.56,690.01,248.62,0.76,0.54,5.68,Germination
2025-04-22 20:10:00,59.44,29.41,31.39,637.55,825.23,124.09,0.89,0.91,6.27,Germination
2025-04-22 20:15:00,65.74,28.17,28.27,626.04,332.34,229.08,0.17,0.73,6.27,Germination
2025-04-22 20:20:00,65.1,28.39,30.01,624.26,346.93,132.62,0.82,0.72,6.74,Germination
2025-04-22 20:25:00,70.44,27.09,29.1,623.81,333.45,180.67,0.34,0.65,6.58,Germination
2025-04-22 20:30:00,68.9,27.12,30.64,630.73,660.87,176.43,0.56,0.54,5.65,Germination
2025-04-22 20:35:00,67.03,26.98,28.72,635.15,481.75,138.23,0.23,0.51,6.16,Germination
2025-04-22 20:40:00,60.06,27.02,29.17,625.97,628.11,191.41,0.51,0.74,6.91,Germination
2025-04-22 20:45:00,71.67,27.76,31.35,618.45,379.05,152.95,0.49,0.62,5.61,Germination
2025-04-22 20:50:00,67.73,27.88,28.58,634.85,780.47,168.11,0.22,0.83,6.34,Germination
2025-04-22 20:55:00,67.0,27.14,30.83,620.97,651.13,271.54,0.83,0.36,5.66,Germination
2025-04-22 21:00:00,63.08,29.43,30.69,638.29,749.88,105.59,0.69,0.74,5.89,Germination
2025-04-22 21:05:00,59.89,29.14,29.87,601.89,323.05,199.72,0.51,0.21,6.49,Germination
2025-04-22 21:10:00,64.51,26.83,30.09,620.02,511.43,170.57,0.85,0.59,7.06,Germination
2025-04-22 21:15:00,59.87,27.83,30.94,641.07,489.75,77.56,0.79,0.65,7.05,Germination
2025-04-22 21:20:00,61.54,27.41,31.97,636.21,474.62,156.73,0.27,0.33,5.52,Germination
2025-04-22 21:25:00,67.69,26.56,28.84,623.64,624.48,190.45,0.36,0.43,5.84,Germination
2025-04-22 21:30:00,63.67,28.58,30.16,626.28,362.63,109.84,0.18,0.64,6.1,Germination
2025-04-22 21:35:00,67.88,28.64,29.14,637.41,628.78,149.09,0.83,0.74,6.35,Germination
2025-04-22 21:40:00,65.63,28.56,29.85,625.21,516.11,150.91,0.79,0.62,6.64,Germination
2025-04-22 21:45:00,58.87,26.48,30.99,635.57,507.27,101.18,0.54,0.88,6.22,Germination
2025-04-22 21:50:00,66.41,27.92,31.35,612.21,334.24,179.86,0.38,0.36,7.25,Germination
2025-04-22 21:55:00,65.45,28.38,29.69,633.68,311.66,116.65,0.58,0.41,7.35,Germination
2025-04-22 22:00:00,67.79,28.38,28.95,630.26,379.22,205.45,0.59,0.58,6.77,Germination
2025-04-22 22:05:00,68.4,28.98,28.8,634.01,434.07,254.16,0.4,0.6,5.68,Germination
2025-04-22 22:10:00,71.6,29.4,28.2,625.05,561.72,271.08,0.18,0.84,6.93,Germination
2025-04-22 22:15:00,61.94,27.75,28.75,619.82,509.21,198.09,0.18,0.74,5.85,Germination
2025-04-22 22:20:00,62.8,27.2,31.21,623.66,690.49,179.1,0.57,0.64,5.83,Germination
2025-04-22 22:25:00,64.99,25.88,28.39,644.58,441.1,197.97,0.66,0.89,7.17,Germination
2025-04-22 22:30:00,63.51,27.06,30.98,629.89,414.01,135.83,0.87,0.83,6.45,Germination
2025-04-22 22:35:00,66.2,26.0,28.77,633.86,315.99,231.58,0.81,0.57,7.07,Germination
2025-04-22 22:40:00,68.03,29.45,30.66,626.78,553.48,207.11,0.14,0.54,6.92,Germination
2025-04-22 22:45:00,69.37,28.3,28.95,629.93,365.23,237.86,0.56,0.15,6.1,Germination
2025-04-22 22:50:00,63.15,27.62,29.23,617.48,499.53,196.08,0.83,0.3,7.35,Germination
2025-04-22 22:55:00,62.58,26.02,31.28,642.36,419.36,106.82,0.7,0.88,6.15,Germination
2025-04-22 23:00:00,65.78,30.04,28.64,640.11,299.16,182.89,0.82,0.7,7.35,Germination
2025-04-22 23:05:00,71.72,27.34,29.04,638.04,784.93,122.79,0.31,0.5,5.86,Germination
2025-04-22 23:10:00,66.02,29.59,30.18,637.56,546.05,147.72,0.83,0.42,7.39,Germination
