batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_count
Batch_001,2025-04-16 05:00:00,4,56.92,24.81,21.93,625.84,925.6,206.71,0.87,0.47,6.5,Seed Sowing,0
Batch_001,2025-04-16 05:05:00,4,62.61,22.86,20.25,638.56,667.01,194.87,0.16,0.37,6.57,Seed Sowing,0
Batch_001,2025-04-16 05:10:00,4,58.93,25.55,23.8,639.86,690.8,232.85,0.48,0.71,6.71,Seed Sowing,0
Batch_001,2025-04-16 05:15:00,4,54.24,22.44,23.36,630.57,797.42,187.55,0.34,0.79,6.01,Seed Sowing,0
Batch_001,2025-04-16 05:20:00,4,56.39,23.35,23.21,628.96,958.77,229.65,0.23,0.56,5.92,Seed Sowing,0
Batch_001,2025-04-16 05:25:00,4,62.4,25.69,19.96,631.8,755.42,202.7,0.82,0.64,5.47,Seed Sowing,0
Batch_001,2025-04-16 05:30:00,4,59.2,24.06,21.54,613.13,810.37,178.57,0.49,0.13,6.06,Seed Sowing,0
Batch_001,2025-04-16 05:35:00,4,60.7,23.47,21.89,632.78,775.85,196.85,0.56,0.25,6.01,Seed Sowing,0
Batch_001,2025-04-16 05:40:00,4,57.2,22.55,20.49,635.83,989.52,251.51,0.58,0.84,6.77,Seed Sowing,0
Batch_001,2025-04-16 05:45:00,4,55.57,25.19,21.32,624.14,801.19,198.31,0.86,0.81,6.32,Seed Sowing,0
Batch_001,2025-04-16 05:50:00,4,57.71,24.92,21.54,621.57,988.55,191.86,0.14,0.48,5.81,Seed Sowing,0
Batch_001,2025-04-16 05:55:00,4,61.54,21.96,23.55,623.87,989.64,207.32,0.17,0.37,6.14,Seed Sowing,0
Batch_001,2025-04-16 06:00:00,4,58.04,28.76,24.49,626.88,16880.45,590.67,0.55,0.46,5.9,Seed Sowing,0
Batch_001,2025-04-16 06:05:00,4,56.8,27.87,25.45,631.02,15627.9,518.25,0.64,0.61,6.41,Seed Sowing,0
Batch_001,2025-04-16 06:10:00,4,60.23,27.13,24.01,631.72,17766.03,623.2,0.23,0.7,6.77,Seed Sowing,0
Batch_001,2025-04-16 06:15:00,4,59.1,26.88,27.64,628.11,17369.59,685.94,0.66,0.35,6.26,Seed Sowing,0
Batch_001,2025-04-16 06:20:00,4,57.94,27.5,27.07,630.49,19659.71,583.08,0.44,0.83,5.45,Seed Sowing,0
Batch_001,2025-04-16 06:25:00,4,61.4,30.93,25.63,629.88,17145.01,637.1,0.43,0.84,6.08,Seed Sowing,0
Batch_001,2025-04-16 06:30:00,4,56.69,26.96,27.97,625.19,16096.13,588.38,0.61,0.27,5.98,Seed Sowing,0
Batch_001,2025-04-16 06:35:00,4,57.32,31.16,25.03,634.36,17405.46,527.68,0.34,0.3,5.9,Seed Sowing,0
Batch_001,2025-04-16 06:40:00,4,62.14,26.25,26.47,623.04,18036.96,709.34,0.65,0.63,6.22,Seed Sowing,0
Batch_001,2025-04-16 06:45:00,4,54.96,28.61,26.38,626.2,16633.44,691.68,0.52,0.72,5.82,Seed Sowing,0
Batch_001,2025-04-16 06:50:00,4,57.57,30.54,24.48,626.12,16469.73,666.91,0.18,0.85,5.98,Seed Sowing,0
Batch_001,2025-04-16 06:55:00,4,57.46,27.12,26.28,626.96,16204.89,688.87,0.14,0.45,7.12,Seed Sowing,0
Batch_001,2025-04-16 07:00:00,4,60.54,29.31,25.73,629.07,15815.26,702.6,0.74,0.63,6.74,Seed Sowing,0
Batch_001,2025-04-16 07:05:00,4,58.29,27.44,24.47,634.55,19274.9,655.63,0.79,0.39,6.58,Seed Sowing,0
Batch_001,2025-04-16 07:10:00,4,58.56,28.09,24.42,625.43,16997.58,590.72,0.61,0.7,5.96,Seed Sowing,0
Batch_001,2025-04-16 07:15:00,4,56.31,27.61,27.66,622.48,17599.5,671.14,0.88,0.31,6.18,Seed Sowing,0
Batch_001,2025-04-16 07:20:00,4,62.36,26.23,23.57,634.12,17173.34,586.41,0.09,0.27,6.9,Seed Sowing,0
Batch_001,2025-04-16 07:25:00,4,56.84,26.86,27.39,629.4,17127.02,647.25,0.31,0.59,6.26,Seed Sowing,0
Batch_001,2025-04-16 07:30:00,4,59.5,26.47,26.05,617.02,15856.96,586.23,0.23,0.82,6.03,Seed Sowing,0
Batch_001,2025-04-16 07:35:00,4,58.67,30.24,24.92,641.1,15359.07,638.69,0.48,0.26,6.93,Seed Sowing,0
Batch_001,2025-04-16 07:40:00,4,57.37,25.28,25.78,631.83,15387.96,657.83,0.17,0.13,6.4,Seed Sowing,0
Batch_001,2025-04-16 07:45:00,4,60.81,30.11,26.13,633.19,15366.83,711.74,0.46,0.74,5.52,Seed Sowing,0
Batch_001,2025-04-16 07:50:00,4,57.83,31.69,25.75,623.6,18856.73,680.45,0.27,0.38,6.4,Seed Sowing,0
Batch_001,2025-04-16 07:55:00,4,60.22,27.19,25.99,620.01,19619.37,497.73,0.85,0.7,5.79,Seed Sowing,0
Batch_001,2025-04-16 08:00:00,4,58.68,31.68,27.63,636.45,17589.03,662.91,0.87,0.5,5.87,Seed Sowing,0
Batch_001,2025-04-16 08:05:00,4,60.8,26.6,24.68,633.93,18674.3,546.5,0.49,0.58,7.0,Seed Sowing,0
Batch_001,2025-04-16 08:10:00,4,57.72,28.09,24.4,634.0,18177.39,553.96,0.71,0.33,6.2,Seed Sowing,0
Batch_001,2025-04-16 08:15:00,4,58.1,26.1,28.21,630.18,15247.76,625.46,0.25,0.5,5.43,Seed Sowing,0
Batch_001,2025-04-16 08:20:00,4,58.4,28.24,26.03,636.58,18895.83,620.6,0.1,0.71,5.8,Seed Sowing,0
Batch_001,2025-04-16 08:25:00,4,57.35,30.69,24.66,627.12,18945.97,691.2,0.61,0.43,6.35,Seed Sowing,0
Batch_001,2025-04-16 08:30:00,4,60.14,30.35,23.95,635.6,15691.25,635.28,0.61,0.15,5.77,Seed Sowing,0
Batch_001,2025-04-16 08:35:00,4,56.7,30.94,27.18,638.6,17742.52,586.51,0.24,0.55,6.5,Seed Sowing,0
Batch_001,2025-04-16 08:40:00,4,59.79,29.09,27.36,633.72,19043.12,715.06,0.22,0.21,5.97,Seed Sowing,0
Batch_001,2025-04-16 08:45:00,4,60.27,28.81,24.85,628.12,19641.25,606.64,0.68,0.21,5.36,Seed Sowing,0
Batch_001,2025-04-16 08:50:00,4,60.63,31.48,25.96,621.58,16354.5,517.16,0.34,0.79,5.5,Seed Sowing,0
Batch_001,2025-04-16 08:55:00,4,61.85,29.54,25.37,632.6,17390.83,648.73,0.65,0.23,6.25,Seed Sowing,0
Batch_001,2025-04-16 09:00:00,4,59.83,26.99,25.79,640.52,15133.46,653.92,0.27,0.52,5.53,Seed Sowing,0
Batch_001,2025-04-16 09:05:00,4,60.75,28.93,24.91,618.72,18627.36,698.98,0.77,0.82,5.79,Seed Sowing,0
Batch_001,2025-04-16 09:10:00,4,57.47,29.93,24.7,625.77,17135.98,495.44,0.38,0.18,6.72,Seed Sowing,0
Batch_001,2025-04-16 09:15:00,4,61.15,26.15,24.98,622.3,19657.63,652.28,0.87,0.7,5.88,Seed Sowing,0
Batch_001,2025-04-16 09:20:00,4,61.49,25.78,26.39,630.98,16853.99,661.95,0.55,0.58,5.87,Seed Sowing,0
Batch_001,2025-04-16 09:25:00,4,60.18,29.55,26.62,627.53,18776.32,641.53,0.37,0.55,6.02,Seed Sowing,0
Batch_001,2025-04-16 09:30:00,4,58.36,30.66,26.97,631.86,16130.87,672.4,0.31,0.72,6.5,Seed Sowing,0
Batch_001,2025-04-16 09:35:00,4,59.28,26.35,25.02,630.07,19017.47,559.33,0.39,0.9,6.04,Seed Sowing,0
Batch_001,2025-04-16 09:40:00,4,62.38,27.65,24.09,634.65,18872.76,625.54,0.55,0.26,6.62,Seed Sowing,0
Batch_001,2025-04-16 09:45:00,4,59.55,30.3,26.88,632.86,18418.08,567.53,0.74,0.25,6.05,Seed Sowing,0
Batch_001,2025-04-16 09:50:00,4,56.92,26.5,28.18,633.45,18061.97,619.35,0.23,0.47,6.25,Seed Sowing,0
Batch_001,2025-04-16 09:55:00,4,60.46,27.6,25.22,625.58,15884.28,503.96,0.22,0.24,6.26,Seed Sowing,0
Batch_001,2025-04-16 10:00:00,4,61.01,27.76,24.66,631.54,17276.31,696.64,0.08,0.89,7.06,Seed Sowing,0
Batch_001,2025-04-16 10:05:00,4,57.59,29.62,25.39,622.63,19305.11,599.06,0.41,0.24,5.47,Seed Sowing,0
Batch_001,2025-04-16 10:10:00,4,59.54,28.03,28.01,616.12,18683.37,536.37,0.39,0.37,6.56,Seed Sowing,0
Batch_001,2025-04-16 10:15:00,4,58.56,25.85,24.29,630.27,20394.65,699.77,0.35,0.16,6.61,Seed Sowing,0
Batch_001,2025-04-16 10:20:00,4,58.26,28.22,26.51,630.53,16188.79,522.46,0.08,0.72,6.65,Seed Sowing,0
Batch_001,2025-04-16 10:25:00,4,57.02,30.55,26.25,627.83,17778.49,679.92,0.33,0.79,6.29,Seed Sowing,0
Batch_001,2025-04-16 10:30:00,4,57.7,28.4,24.16,639.5,15934.68,558.62,0.58,0.45,6.07,Seed Sowing,0
Batch_001,2025-04-16 10:35:00,4,60.13,29.68,24.41,644.87,16804.94,657.05,0.87,0.77,6.86,Seed Sowing,0
Batch_001,2025-04-16 10:40:00,4,58.8,29.64,24.71,630.81,15738.77,605.05,0.56,0.21,5.98,Seed Sowing,0
Batch_001,2025-04-16 10:45:00,4,62.24,29.53,27.73,624.06,15839.24,631.3,0.49,0.38,6.8,Seed Sowing,0
Batch_001,2025-04-16 10:50:00,4,61.26,25.43,27.91,631.45,17837.52,681.74,0.56,0.38,6.65,Seed Sowing,0
Batch_001,2025-04-16 10:55:00,4,60.25,26.98,27.3,625.88,17530.75,515.92,0.18,0.37,6.1,Seed Sowing,0
Batch_001,2025-04-16 11:00:00,4,59.37,26.51,24.64,636.65,15631.43,594.74,0.19,0.38,6.6,Seed Sowing,0
Batch_001,2025-04-16 11:05:00,4,59.08,28.42,26.97,634.69,15885.18,576.27,0.89,0.37,6.47,Seed Sowing,0
Batch_001,2025-04-16 11:10:00,4,60.32,30.2,26.38,633.95,17669.52,538.58,0.78,0.61,6.98,Seed Sowing,0
Batch_001,2025-04-16 11:15:00,4,59.87,28.32,27.47,616.22,16361.9,670.51,0.5,0.32,6.34,Seed Sowing,0
Batch_001,2025-04-16 11:20:00,4,60.46,31.06,25.42,633.84,18348.91,533.18,0.84,0.35,6.2,Seed Sowing,0
Batch_001,2025-04-16 11:25:00,4,59.42,30.2,27.41,637.23,15645.4,538.38,0.4,0.3,6.78,Seed Sowing,0
Batch_001,2025-04-16 11:30:00,4,58.19,28.47,25.88,636.19,16231.85,525.6,0.21,0.52,6.95,Seed Sowing,0
Batch_001,2025-04-16 11:35:00,4,57.26,29.6,27.72,625.43,16061.71,593.18,0.41,0.17,6.42,Seed Sowing,0
Batch_001,2025-04-16 11:40:00,4,61.17,28.49,24.98,635.99,17108.54,616.44,0.52,0.51,6.38,Seed Sowing,0
Batch_001,2025-04-16 11:45:00,4,62.04,27.98,26.86,631.66,16602.02,698.9,0.22,0.69,5.65,Seed Sowing,0
Batch_001,2025-04-16 11:50:00,4,63.22,32.07,25.94,631.19,18425.87,573.54,0.78,0.69,5.99,Seed Sowing,0
Batch_001,2025-04-16 11:55:00,4,60.77,27.33,28.46,641.51,17058.33,707.0,0.41,0.29,5.71,Seed Sowing,0
Batch_001,2025-04-16 12:00:00,4,44.75,34.38,33.65,624.4,13110.61,372.71,0.28,0.28,6.24,Seed Sowing,0
Batch_001,2025-04-16 12:05:00,4,44.32,36.07,34.14,633.79,10050.18,380.61,0.46,0.28,6.49,Seed Sowing,0
Batch_001,2025-04-16 12:10:00,4,47.31,35.52,33.6,630.47,12777.42,451.05,0.72,0.49,5.93,Seed Sowing,0
Batch_001,2025-04-16 12:15:00,4,50.96,36.06,33.26,627.89,13080.69,316.33,0.15,0.75,5.89,Seed Sowing,0
Batch_001,2025-04-16 12:20:00,4,56.59,36.04,32.3,626.03,12666.48,449.96,0.65,0.53,5.68,Seed Sowing,0
Batch_001,2025-04-16 12:25:00,4,48.88,34.74,33.67,630.09,14211.43,389.57,0.15,0.61,6.85,Seed Sowing,0
Batch_001,2025-04-16 12:30:00,4,49.47,35.69,33.13,641.15,12708.6,513.06,0.54,0.7,7.0,Seed Sowing,0
Batch_001,2025-04-16 12:35:00,4,46.35,34.69,33.82,633.16,11855.17,397.14,0.32,0.46,5.32,Seed Sowing,0
Batch_001,2025-04-16 12:40:00,4,45.61,35.23,33.4,628.06,11306.37,470.24,0.36,0.65,6.82,Seed Sowing,0
Batch_001,2025-04-16 12:45:00,4,47.74,34.59,32.8,625.06,12560.53,318.18,0.45,0.82,5.87,Seed Sowing,0
Batch_001,2025-04-16 12:50:00,4,47.36,36.09,33.61,632.28,13169.93,459.66,0.57,0.44,6.44,Seed Sowing,0
Batch_001,2025-04-16 12:55:00,4,45.81,34.23,33.99,626.28,12336.21,490.68,0.27,0.54,7.03,Seed Sowing,0
Batch_001,2025-04-16 13:00:00,4,57.05,36.9,32.15,637.05,5768.13,394.3,0.74,0.89,6.8,Seed Sowing,0
Batch_001,2025-04-16 13:05:00,4,42.32,35.54,32.55,635.39,5341.35,268.4,0.17,0.73,6.19,Seed Sowing,0
Batch_001,2025-04-16 13:10:00,4,50.38,34.93,32.94,633.69,7707.68,212.59,0.46,0.47,6.74,Seed Sowing,0
Batch_001,2025-04-16 13:15:00,4,48.61,35.17,33.74,621.73,5249.7,208.24,0.79,0.21,6.34,Seed Sowing,0
Batch_001,2025-04-16 13:20:00,4,52.86,33.77,32.79,626.64,5401.35,354.25,0.19,0.38,5.76,Seed Sowing,0
Batch_001,2025-04-16 13:25:00,4,48.77,35.45,33.28,625.34,6083.54,300.54,0.83,0.25,5.88,Seed Sowing,0
Batch_001,2025-04-16 13:30:00,4,48.81,35.37,32.86,630.18,5472.6,330.46,0.77,0.23,5.66,Seed Sowing,0
Batch_001,2025-04-16 13:35:00,4,49.31,34.15,32.3,624.75,6102.38,276.92,0.29,0.65,6.78,Seed Sowing,0
Batch_001,2025-04-16 13:40:00,4,46.2,36.24,33.24,634.92,5487.84,313.19,0.73,0.16,5.9,Seed Sowing,0
Batch_001,2025-04-16 13:45:00,4,46.63,35.71,32.67,627.41,5738.59,295.77,0.11,0.51,6.9,Seed Sowing,0
Batch_001,2025-04-16 13:50:00,4,52.76,34.44,33.3,626.52,6529.62,388.27,0.68,0.27,5.93,Seed Sowing,0
Batch_001,2025-04-16 13:55:00,4,54.89,36.72,33.6,635.61,5199.69,396.44,0.47,0.61,5.63,Seed Sowing,0
Batch_001,2025-04-16 14:00:00,4,47.61,37.28,33.48,625.33,5845.35,351.85,0.32,0.6,6.57,Seed Sowing,0
Batch_001,2025-04-16 14:05:00,4,42.76,38.01,32.39,641.74,5077.63,307.97,0.37,0.54,6.92,Seed Sowing,0
Batch_001,2025-04-16 14:10:00,4,51.6,36.9,33.32,634.93,6665.84,315.33,0.38,0.61,6.67,Seed Sowing,0
Batch_001,2025-04-16 14:15:00,4,49.17,37.8,32.71,639.75,5065.77,327.44,0.35,0.23,5.5,Seed Sowing,0
Batch_001,2025-04-16 14:20:00,4,54.85,37.81,32.98,632.17,7580.95,227.17,0.74,0.77,5.37,Seed Sowing,0
Batch_001,2025-04-16 14:25:00,4,52.74,37.76,33.48,628.12,6552.0,285.84,0.37,0.22,6.56,Seed Sowing,0
Batch_001,2025-04-16 14:30:00,4,48.58,38.55,32.25,624.19,7777.05,336.28,0.52,0.42,6.94,Seed Sowing,0
Batch_001,2025-04-16 14:35:00,4,50.9,36.37,32.58,626.76,6402.62,351.47,0.62,0.52,6.1,Seed Sowing,0
Batch_001,2025-04-16 14:40:00,4,44.9,37.75,33.38,632.06,6632.22,224.84,0.28,0.25,6.51,Seed Sowing,0
Batch_001,2025-04-16 14:45:00,4,53.66,38.2,32.2,641.48,7187.24,222.53,0.45,0.86,6.38,Seed Sowing,0
Batch_001,2025-04-16 14:50:00,4,46.44,37.7,33.81,634.02,7210.29,311.51,0.45,0.39,6.1,Seed Sowing,0
Batch_001,2025-04-16 14:55:00,4,49.98,36.7,33.59,630.94,7730.02,335.51,0.12,0.62,5.83,Seed Sowing,0
Batch_001,2025-04-16 15:00:00,4,47.16,37.46,33.47,627.46,7957.4,310.99,0.8,0.56,5.61,Seed Sowing,0
Batch_001,2025-04-16 15:05:00,4,45.19,37.94,33.82,626.94,6996.09,191.13,0.2,0.5,6.97,Seed Sowing,0
Batch_001,2025-04-16 15:10:00,4,43.18,36.95,32.66,627.13,7175.66,232.23,0.91,0.15,5.39,Seed Sowing,0
Batch_001,2025-04-16 15:15:00,4,52.65,37.38,31.86,641.92,7113.79,324.31,0.2,0.78,6.22,Seed Sowing,0
Batch_001,2025-04-16 15:20:00,4,50.35,37.16,31.83,635.83,7350.25,280.28,0.56,0.84,6.43,Seed Sowing,0
Batch_001,2025-04-16 15:25:00,4,50.89,37.32,32.48,626.28,6480.04,318.61,0.5,0.44,6.69,Seed Sowing,0
Batch_001,2025-04-16 15:30:00,4,42.82,38.22,31.99,627.55,5243.35,345.28,0.13,0.64,5.59,Seed Sowing,0
Batch_001,2025-04-16 15:35:00,4,46.93,37.9,34.01,637.07,5505.71,210.88,0.44,0.72,5.84,Seed Sowing,0
Batch_001,2025-04-16 15:40:00,4,51.23,37.52,32.74,629.08,7159.72,186.9,0.16,0.72,5.84,Seed Sowing,0
Batch_001,2025-04-16 15:45:00,4,50.72,36.9,33.63,632.45,7363.77,286.66,0.4,0.51,7.03,Seed Sowing,0
Batch_001,2025-04-16 15:50:00,4,46.75,37.71,33.01,633.99,6782.37,246.92,0.45,0.15,6.28,Seed Sowing,0
Batch_001,2025-04-16 15:55:00,4,47.96,37.62,33.54,633.18,6357.91,260.4,0.34,0.72,6.09,Seed Sowing,0
Batch_001,2025-04-16 16:00:00,4,61.14,30.8,29.44,631.05,7810.23,258.3,0.39,0.64,6.56,Seed Sowing,0
Batch_001,2025-04-16 16:05:00,4,64.87,34.06,26.17,634.04,7145.15,225.83,0.21,0.83,6.84,Seed Sowing,0
Batch_001,2025-04-16 16:10:00,4,64.05,31.54,27.45,633.04,6136.21,320.96,0.7,0.91,5.67,Seed Sowing,0
Batch_001,2025-04-16 16:15:00,4,66.63,30.33,26.81,624.83,5117.01,325.36,0.36,0.31,5.88,Seed Sowing,0
Batch_001,2025-04-16 16:20:00,4,61.44,31.18,26.5,630.13,5673.4,304.95,0.56,0.43,5.59,Seed Sowing,0
Batch_001,2025-04-16 16:25:00,4,65.79,32.59,29.76,630.12,6679.25,272.78,0.21,0.6,6.81,Seed Sowing,0
Batch_001,2025-04-16 16:30:00,4,68.25,31.55,28.68,624.42,6922.51,259.14,0.57,0.89,6.32,Seed Sowing,0
Batch_001,2025-04-16 16:35:00,4,71.18,30.47,28.93,633.29,6365.09,328.05,0.17,0.77,6.91,Seed Sowing,0
Batch_001,2025-04-16 16:40:00,4,59.72,32.34,29.17,637.05,4673.82,262.28,0.22,0.41,6.73,Seed Sowing,0
Batch_001,2025-04-16 16:45:00,4,69.64,31.82,28.09,636.69,7338.47,411.56,0.69,0.6,6.25,Seed Sowing,0
Batch_001,2025-04-16 16:50:00,4,64.01,30.1,28.35,638.74,7152.79,397.31,0.7,0.57,6.29,Seed Sowing,0
Batch_001,2025-04-16 16:55:00,4,69.51,32.58,26.26,627.0,7095.22,319.9,0.56,0.51,5.85,Seed Sowing,0
Batch_001,2025-04-16 17:00:00,4,67.46,34.37,28.58,631.42,7784.52,326.86,0.82,0.46,5.71,Seed Sowing,0
Batch_001,2025-04-16 17:05:00,4,68.55,32.18,28.48,629.01,6580.85,282.87,0.3,0.84,6.96,Seed Sowing,0
Batch_001,2025-04-16 17:10:00,4,66.78,33.0,29.52,618.85,6627.89,273.09,0.52,0.27,5.67,Seed Sowing,0
Batch_001,2025-04-16 17:15:00,4,66.24,30.83,26.24,625.09,5237.26,344.03,0.5,0.45,6.33,Seed Sowing,0
Batch_001,2025-04-16 17:20:00,4,64.73,33.7,27.39,635.1,5891.55,381.02,0.86,0.32,5.99,Seed Sowing,0
Batch_001,2025-04-16 17:25:00,4,64.52,33.82,26.19,632.77,7219.45,282.81,0.78,0.55,5.45,Seed Sowing,0
Batch_001,2025-04-16 17:30:00,4,60.97,31.28,28.98,632.95,5248.27,381.75,0.2,0.39,5.91,Seed Sowing,0
Batch_001,2025-04-16 17:35:00,4,55.47,31.55,27.53,625.68,7626.17,288.88,0.55,0.57,5.68,Seed Sowing,0
Batch_001,2025-04-16 17:40:00,4,66.56,32.21,29.75,644.27,5659.51,194.73,0.29,0.58,5.61,Seed Sowing,0
Batch_001,2025-04-16 17:45:00,4,63.17,29.95,29.81,638.55,5557.22,344.21,0.41,0.33,6.01,Seed Sowing,0
Batch_001,2025-04-16 17:50:00,4,62.67,33.16,26.06,618.88,7498.48,266.42,0.59,0.19,6.68,Seed Sowing,0
Batch_001,2025-04-16 17:55:00,4,65.76,33.38,29.01,621.61,5726.75,365.46,0.7,0.57,6.21,Seed Sowing,0
Batch_001,2025-04-16 18:00:00,4,61.51,26.18,27.74,637.94,640.81,183.12,0.55,0.24,6.77,Seed Sowing,0
Batch_001,2025-04-16 18:05:00,4,68.24,26.56,27.73,638.73,591.04,204.34,0.64,0.51,5.8,Seed Sowing,0
Batch_001,2025-04-16 18:10:00,4,62.3,27.73,27.07,630.74,736.69,234.35,0.82,0.25,5.63,Seed Sowing,0
Batch_001,2025-04-16 18:15:00,4,66.67,29.27,29.81,628.87,514.98,176.78,0.78,0.88,6.0,Seed Sowing,0
Batch_001,2025-04-16 18:20:00,4,67.98,30.13,29.01,629.61,955.85,184.2,0.38,0.34,5.87,Seed Sowing,0
Batch_001,2025-04-16 18:25:00,4,61.61,24.12,27.56,620.77,862.46,146.22,0.29,0.32,6.11,Seed Sowing,0
Batch_001,2025-04-16 18:30:00,4,61.37,28.84,28.32,636.41,898.12,183.91,0.88,0.17,5.37,Seed Sowing,0
Batch_001,2025-04-16 18:35:00,4,64.04,25.41,26.97,633.82,876.32,158.25,0.75,0.54,6.45,Seed Sowing,0
Batch_001,2025-04-16 18:40:00,4,59.26,25.28,29.19,625.69,551.11,196.09,0.44,0.64,6.3,Seed Sowing,0
Batch_001,2025-04-16 18:45:00,4,68.61,26.99,27.31,633.25,674.26,232.74,0.57,0.2,6.41,Seed Sowing,0
Batch_001,2025-04-16 18:50:00,4,67.05,27.14,26.85,634.67,613.97,197.17,0.55,0.59,5.7,Seed Sowing,0
Batch_001,2025-04-16 18:55:00,4,65.89,28.92,27.18,635.44,957.22,155.15,0.45,0.75,6.96,Seed Sowing,0
Batch_001,2025-04-16 19:00:00,4,67.93,28.16,29.38,632.25,792.95,218.18,0.39,0.74,6.79,Seed Sowing,0
Batch_001,2025-04-16 19:05:00,4,67.89,27.02,28.76,635.43,994.66,171.8,0.87,0.59,6.16,Seed Sowing,0
Batch_001,2025-04-16 19:10:00,4,68.17,24.0,28.69,628.06,743.07,162.28,0.22,0.46,5.64,Seed Sowing,0
Batch_001,2025-04-16 19:15:00,4,71.61,29.24,29.24,624.51,886.79,201.05,0.77,0.26,6.34,Seed Sowing,0
Batch_001,2025-04-16 19:20:00,4,63.14,26.65,26.13,630.52,782.58,178.45,0.5,0.68,6.38,Seed Sowing,0
Batch_001,2025-04-16 19:25:00,4,62.16,29.43,27.37,627.59,821.94,213.4,0.16,0.55,6.1,Seed Sowing,0
Batch_001,2025-04-16 19:30:00,4,59.96,26.34,26.79,634.63,647.32,158.93,0.92,0.32,6.84,Seed Sowing,0
Batch_001,2025-04-16 19:35:00,4,67.45,28.31,27.58,622.29,843.22,166.33,0.75,0.22,6.0,Seed Sowing,0
Batch_001,2025-04-16 19:40:00,4,69.22,24.11,28.72,630.07,826.72,175.49,0.18,0.11,5.36,Seed Sowing,0
Batch_001,2025-04-16 19:45:00,4,68.44,25.78,26.04,623.67,760.87,214.27,0.39,0.84,6.83,Seed Sowing,0
Batch_001,2025-04-16 19:50:00,4,62.92,24.47,27.82,634.75,646.22,242.29,0.3,0.78,6.2,Seed Sowing,0
Batch_001,2025-04-16 19:55:00,4,62.91,28.57,27.05,619.65,763.24,250.33,0.81,0.11,6.79,Seed Sowing,0
Batch_001,2025-04-16 20:00:00,4,65.49,26.64,26.81,636.8,716.07,186.42,0.64,0.19,7.1,Seed Sowing,0
Batch_001,2025-04-16 20:05:00,4,61.56,29.47,28.31,625.47,908.38,214.65,0.39,0.77,6.86,Seed Sowing,0
Batch_001,2025-04-16 20:10:00,4,65.81,27.95,28.3,627.92,941.53,178.13,0.71,0.63,6.02,Seed Sowing,0
Batch_001,2025-04-16 20:15:00,4,64.84,25.25,26.72,634.54,852.71,201.9,0.48,0.63,6.8,Seed Sowing,0
Batch_001,2025-04-16 20:20:00,4,66.29,26.24,28.89,625.78,882.25,184.66,0.36,0.43,6.55,Seed Sowing,0
Batch_001,2025-04-16 20:25:00,4,64.04,27.06,27.18,631.6,728.92,153.95,0.19,0.74,5.55,Seed Sowing,0
Batch_001,2025-04-16 20:30:00,4,61.78,24.62,28.89,627.04,824.82,179.59,0.31,0.83,6.51,Seed Sowing,0
Batch_001,2025-04-16 20:35:00,4,64.73,30.1,27.24,632.22,817.39,161.21,0.12,0.8,6.55,Seed Sowing,0
Batch_001,2025-04-16 20:40:00,4,57.58,28.78,30.07,623.58,869.89,170.14,0.38,0.7,5.43,Seed Sowing,0
Batch_001,2025-04-16 20:45:00,4,59.88,26.97,26.06,636.28,695.95,243.67,0.49,0.71,5.84,Seed Sowing,0
Batch_001,2025-04-16 20:50:00,4,59.24,26.82,27.62,642.74,913.98,186.11,0.37,0.17,6.05,Seed Sowing,0
Batch_001,2025-04-16 20:55:00,4,65.32,26.46,29.32,636.45,709.73,159.58,0.53,0.32,7.15,Seed Sowing,0
Batch_001,2025-04-16 21:00:00,4,67.88,28.6,28.91,625.92,710.81,163.21,0.4,0.46,7.07,Seed Sowing,0
Batch_001,2025-04-16 21:05:00,4,60.92,28.99,29.45,630.97,717.36,250.63,0.66,0.36,5.93,Seed Sowing,0
Batch_001,2025-04-16 21:10:00,4,64.76,29.84,27.81,624.98,733.49,167.02,0.71,0.54,5.72,Seed Sowing,0
Batch_001,2025-04-16 21:15:00,4,59.98,27.0,27.75,631.42,1030.27,159.18,0.51,0.83,5.84,Seed Sowing,0
Batch_001,2025-04-16 21:20:00,4,60.7,24.32,26.07,623.61,626.55,171.14,0.85,0.78,6.35,Seed Sowing,0
Batch_001,2025-04-16 21:25:00,4,64.29,25.05,28.43,625.27,901.49,140.71,0.78,0.64,7.04,Seed Sowing,0
Batch_001,2025-04-16 21:30:00,4,65.9,24.89,28.38,625.09,1040.02,192.62,0.35,0.42,6.85,Seed Sowing,0
Batch_001,2025-04-16 21:35:00,4,65.5,29.44,26.29,621.0,849.62,229.04,0.7,0.78,5.59,Seed Sowing,0
Batch_001,2025-04-16 21:40:00,4,61.44,28.81,27.38,623.8,618.71,223.69,0.63,0.6,5.82,Seed Sowing,0
Batch_001,2025-04-16 21:45:00,4,65.26,28.77,29.36,626.3,849.17,252.76,0.79,0.44,6.87,Seed Sowing,0
Batch_001,2025-04-16 21:50:00,4,71.53,27.96,26.75,632.32,665.29,157.4,0.16,0.1,6.51,Seed Sowing,0
Batch_001,2025-04-16 21:55:00,4,70.09,27.69,27.14,627.18,748.61,177.52,0.77,0.41,6.97,Seed Sowing,0
Batch_001,2025-04-16 22:00:00,4,63.06,29.44,28.66,635.67,622.74,231.44,0.18,0.14,6.32,Seed Sowing,0
