batch_id,timestamp,day_number,humidity,temp_envi,temp_water,tds,ec,lux,ppfd,reflect_445,reflect_480,ph,growth_stage,yield_count
Batch_001,2025-04-27 10:20:00,15,59.39,28.72,26.2,633.82,0.99,18384.5,553.86,0.21,0.12,5.92,Leaf Development,6
Batch_001,2025-04-27 10:25:00,15,59.01,30.76,25.94,630.5,0.99,18194.66,594.5,0.14,0.18,5.9,Leaf Development,6
Batch_001,2025-04-27 10:30:00,15,59.07,31.54,24.24,630.45,0.99,17306.16,671.86,0.19,0.15,6.02,Leaf Development,6
Batch_001,2025-04-27 10:35:00,15,60.89,26.59,25.73,626.59,0.98,19786.87,563.78,0.18,0.06,6.04,Leaf Development,6
Batch_001,2025-04-27 10:40:00,15,56.36,29.88,26.11,634.99,0.99,17940.81,637.39,0.08,0.1,5.89,Leaf Development,6
Batch_001,2025-04-27 10:45:00,15,61.34,28.95,26.89,640.47,1.0,19330.15,511.49,0.19,0.15,6.1,Leaf Development,6
Batch_001,2025-04-27 10:50:00,15,57.96,26.64,26.43,629.22,0.98,17266.29,576.34,0.14,0.15,6.02,Leaf Development,6
Batch_001,2025-04-27 10:55:00,15,59.65,31.62,24.6,627.84,0.98,17807.1,697.31,0.2,0.12,5.87,Leaf Development,6
Batch_001,2025-04-27 11:00:00,15,61.06,29.78,25.68,637.88,1.0,20070.98,709.34,0.11,0.13,6.02,Leaf Development,6
Batch_001,2025-04-27 11:05:00,15,63.36,30.16,25.65,626.09,0.98,18154.58,627.43,0.18,0.14,5.86,Leaf Development,6
Batch_001,2025-04-27 11:10:00,15,60.25,28.0,26.93,637.94,1.0,15462.02,519.0,0.11,0.13,5.99,Leaf Development,6
Batch_001,2025-04-27 11:15:00,15,56.29,26.8,24.71,626.31,0.98,15226.12,561.79,0.11,0.16,5.98,Leaf Development,6
Batch_001,2025-04-27 11:20:00,15,57.9,28.69,27.32,625.37,0.98,19381.16,623.93,0.13,0.09,5.78,Leaf Development,6
Batch_001,2025-04-27 11:25:00,15,63.2,29.59,26.5,637.71,1.0,17362.67,542.38,0.18,0.07,6.12,Leaf Development,6
Batch_001,2025-04-27 11:30:00,15,59.08,26.54,24.24,634.47,0.99,18100.2,695.03,0.08,0.09,6.03,Leaf Development,6
Batch_001,2025-04-27 11:35:00,15,58.9,30.38,27.8,628.93,0.98,17966.21,470.62,0.09,0.11,6.07,Leaf Development,6
Batch_001,2025-04-27 11:40:00,15,57.89,27.28,25.19,631.3,0.99,15951.07,523.23,0.18,0.16,5.86,Leaf Development,6
Batch_001,2025-04-27 11:45:00,15,58.73,31.54,25.51,628.72,0.98,20208.36,649.07,0.15,0.09,6.09,Leaf Development,6
Batch_001,2025-04-27 11:50:00,15,58.46,25.78,26.52,632.5,0.99,16315.34,559.43,0.1,0.14,6.03,Leaf Development,6
Batch_001,2025-04-27 11:55:00,15,57.96,30.73,24.13,629.54,0.98,17457.69,535.64,0.11,0.16,6.11,Leaf Development,6
Batch_001,2025-04-27 12:00:00,15,44.7,36.14,32.44,631.18,0.99,11640.07,428.26,0.14,0.16,5.93,Leaf Development,6
Batch_001,2025-04-27 12:05:00,15,49.65,37.14,32.1,636.94,1.0,10230.58,452.51,0.19,0.19,5.88,Leaf Development,6
Batch_001,2025-04-27 12:10:00,15,50.21,36.55,33.15,621.23,0.97,13588.55,353.85,0.12,0.13,6.02,Leaf Development,6
Batch_001,2025-04-27 12:15:00,15,47.73,34.23,33.26,621.46,0.97,11156.03,410.44,0.19,0.14,6.06,Leaf Development,6
Batch_001,2025-04-27 12:20:00,15,52.44,35.42,33.07,631.52,0.99,10590.18,344.7,0.11,0.12,6.05,Leaf Development,6
Batch_001,2025-04-27 12:25:00,15,52.01,33.91,33.0,622.33,0.97,9665.92,308.71,0.16,0.08,6.16,Leaf Development,6
Batch_001,2025-04-27 12:30:00,15,47.69,34.8,32.57,632.64,0.99,13936.76,412.28,0.17,0.13,6.13,Leaf Development,6
Batch_001,2025-04-27 12:35:00,15,45.64,34.67,32.17,641.92,1.0,10472.05,322.12,0.14,0.07,5.8,Leaf Development,6
Batch_001,2025-04-27 12:40:00,15,45.68,35.79,33.48,628.21,0.98,13170.65,487.77,0.08,0.11,6.1,Leaf Development,6
Batch_001,2025-04-27 12:45:00,15,44.92,36.18,32.85,625.06,0.98,13482.29,319.36,0.1,0.14,6.01,Leaf Development,6
Batch_001,2025-04-27 12:50:00,15,54.33,34.83,32.4,625.84,0.98,11211.65,379.76,0.21,0.07,6.17,Leaf Development,6
Batch_001,2025-04-27 12:55:00,15,48.43,36.89,33.53,632.84,0.99,11700.98,442.05,0.14,0.06,5.93,Leaf Development,6
Batch_001,2025-04-27 13:00:00,15,49.0,35.35,33.85,625.66,0.98,6483.68,340.81,-0.19,0.15,5.96,Leaf Development,6
Batch_001,2025-04-27 13:05:00,15,45.4,34.64,33.08,634.76,0.99,5727.67,368.16,0.18,0.1,5.74,Leaf Development,6
Batch_001,2025-04-27 13:10:00,15,49.51,36.24,32.09,640.18,1.0,6261.12,330.95,0.08,0.15,6.2,Leaf Development,6
Batch_001,2025-04-27 13:15:00,15,52.02,36.35,33.77,628.38,0.98,5931.25,318.02,0.16,0.14,5.93,Leaf Development,6
Batch_001,2025-04-27 13:20:00,15,51.42,35.95,33.88,621.07,0.97,6526.31,218.54,0.17,0.12,5.98,Leaf Development,6
Batch_001,2025-04-27 13:25:00,15,48.3,35.76,33.61,626.68,0.98,7832.88,282.12,0.14,0.19,6.06,Leaf Development,6
Batch_001,2025-04-27 13:30:00,15,48.07,36.55,32.67,629.88,0.98,7527.03,342.74,0.17,0.08,5.96,Leaf Development,6
Batch_001,2025-04-27 13:35:00,15,42.49,36.04,32.95,629.59,0.98,6058.86,309.41,0.16,0.16,6.05,Leaf Development,6
Batch_001,2025-04-27 13:40:00,15,47.89,35.92,33.42,617.92,0.97,5431.28,361.4,0.15,0.12,5.76,Leaf Development,6
Batch_001,2025-04-27 13:45:00,15,41.55,35.17,33.41,624.07,0.98,7463.05,216.87,0.18,0.09,6.13,Leaf Development,6
Batch_001,2025-04-27 13:50:00,15,52.6,35.06,34.05,643.42,1.01,5240.24,286.64,0.09,0.08,6.16,Leaf Development,6
Batch_001,2025-04-27 13:55:00,15,42.63,35.19,32.4,635.01,0.99,5223.1,316.86,0.15,0.14,6.03,Leaf Development,6
Batch_001,2025-04-27 14:00:00,15,46.61,37.8,32.57,627.81,0.98,6661.07,339.48,0.1,0.1,6.17,Leaf Development,6
Batch_001,2025-04-27 14:05:00,15,46.69,38.16,32.71,636.05,0.99,5134.15,400.09,0.13,0.16,5.93,Leaf Development,6
Batch_001,2025-04-27 14:10:00,15,51.51,37.52,32.24,633.51,0.99,5712.32,261.82,0.17,0.18,5.91,Leaf Development,6
Batch_001,2025-04-27 14:15:00,15,55.84,37.28,33.06,634.2,0.99,4877.3,337.87,0.15,0.14,5.9,Leaf Development,6
Batch_001,2025-04-27 14:20:00,15,48.54,38.22,32.85,630.08,0.98,6021.19,315.6,0.19,0.13,5.95,Leaf Development,6
Batch_001,2025-04-27 14:25:00,15,42.59,37.28,32.39,626.6,0.98,6082.53,267.81,0.13,0.19,6.08,Leaf Development,6
Batch_001,2025-04-27 14:30:00,15,51.23,37.43,33.2,638.73,1.0,7676.09,354.75,0.14,0.11,5.81,Leaf Development,6
Batch_001,2025-04-27 14:35:00,15,52.22,37.76,32.98,630.04,0.98,5561.62,219.63,0.12,0.18,5.94,Leaf Development,6
Batch_001,2025-04-27 14:40:00,15,50.24,37.54,32.06,638.98,1.0,6998.97,247.03,0.13,0.1,5.81,Leaf Development,6
Batch_001,2025-04-27 14:45:00,15,46.59,37.26,33.52,629.05,0.98,5743.56,250.08,0.12,0.17,6.23,Leaf Development,6
Batch_001,2025-04-27 14:50:00,15,51.54,37.68,33.11,626.45,0.98,7573.79,378.18,0.2,0.14,6.05,Leaf Development,6
Batch_001,2025-04-27 14:55:00,15,48.5,36.66,33.52,633.14,0.99,5830.0,363.9,0.13,0.09,6.07,Leaf Development,6
Batch_001,2025-04-27 15:00:00,15,47.58,37.48,33.61,645.29,1.01,7424.57,305.81,-1.42,0.09,5.85,Leaf Development,6
Batch_001,2025-04-27 15:05:00,15,47.5,37.85,33.02,618.05,0.97,7697.12,364.79,0.11,0.18,5.96,Leaf Development,6
Batch_001,2025-04-27 15:10:00,15,41.04,37.97,32.56,631.78,0.99,6366.86,298.32,0.13,0.1,5.81,Leaf Development,6
Batch_001,2025-04-27 15:15:00,15,48.12,37.54,32.33,628.41,0.98,8050.41,233.36,0.14,0.16,5.99,Leaf Development,6
Batch_001,2025-04-27 15:20:00,15,52.47,37.78,32.94,628.38,0.98,7197.63,317.88,0.17,0.08,5.77,Leaf Development,6
Batch_001,2025-04-27 15:25:00,15,51.41,36.89,32.44,625.14,0.98,5347.0,342.48,0.14,0.13,5.96,Leaf Development,6
Batch_001,2025-04-27 15:30:00,15,51.84,37.25,33.14,628.35,0.98,7983.66,416.31,0.11,0.17,5.89,Leaf Development,6
Batch_001,2025-04-27 15:35:00,15,53.32,37.89,33.78,629.84,0.98,5739.71,384.0,0.16,0.17,5.97,Leaf Development,6
Batch_001,2025-04-27 15:40:00,15,52.02,37.89,31.96,632.69,0.99,5977.04,291.33,0.22,0.13,5.96,Leaf Development,6
Batch_001,2025-04-27 15:45:00,15,46.29,38.51,33.5,634.8,0.99,6525.7,357.61,0.19,0.09,5.9,Leaf Development,6
Batch_001,2025-04-27 15:50:00,15,52.93,37.81,31.83,628.57,0.98,6121.16,383.97,0.07,0.16,6.04,Leaf Development,6
Batch_001,2025-04-27 15:55:00,15,48.58,38.03,32.04,626.06,0.98,6333.62,205.05,0.18,0.15,6.11,Leaf Development,6
Batch_001,2025-04-27 16:00:00,15,69.3,34.09,28.22,633.53,0.99,6773.43,271.2,0.17,0.12,6.12,Leaf Development,6
Batch_001,2025-04-27 16:05:00,15,64.51,31.26,29.48,638.99,1.0,7716.98,358.91,0.15,0.11,5.87,Leaf Development,6
Batch_001,2025-04-27 16:10:00,15,64.75,30.09,26.32,631.36,0.99,6131.8,358.48,0.11,0.1,6.08,Leaf Development,6
Batch_001,2025-04-27 16:15:00,15,62.31,33.24,29.01,629.46,0.98,7957.86,224.27,0.17,0.09,6.21,Leaf Development,6
Batch_001,2025-04-27 16:20:00,15,66.73,30.95,30.14,635.91,0.99,7107.88,332.76,0.09,0.11,6.07,Leaf Development,6
Batch_001,2025-04-27 16:25:00,15,63.24,33.48,28.57,635.45,0.99,6906.37,336.27,0.18,0.09,6.28,Leaf Development,6
Batch_001,2025-04-27 16:30:00,15,58.03,31.78,27.0,633.09,0.99,6715.88,360.23,0.19,0.19,6.1,Leaf Development,6
Batch_001,2025-04-27 16:35:00,15,66.68,33.51,27.63,636.48,0.99,7326.53,288.29,0.1,0.09,5.92,Leaf Development,6
Batch_001,2025-04-27 16:40:00,15,69.02,30.64,26.5,625.29,0.98,5699.98,229.47,0.14,0.1,5.95,Leaf Development,6
Batch_001,2025-04-27 16:45:00,15,60.83,33.88,27.44,632.24,0.99,6461.89,356.73,0.12,0.16,5.84,Leaf Development,6
Batch_001,2025-04-27 16:50:00,15,66.76,32.62,29.36,620.46,0.97,5922.85,273.87,0.14,0.12,6.08,Leaf Development,6
Batch_001,2025-04-27 16:55:00,15,69.08,30.81,29.02,632.74,0.99,6457.19,304.01,0.07,0.13,6.07,Leaf Development,6
Batch_001,2025-04-27 17:00:00,15,59.03,31.23,27.04,628.15,0.98,7916.88,234.07,0.14,0.07,6.1,Leaf Development,6
Batch_001,2025-04-27 17:05:00,15,58.84,33.95,27.57,633.53,0.99,7193.24,382.16,0.13,0.18,5.95,Leaf Development,6
Batch_001,2025-04-27 17:10:00,15,68.24,30.27,26.63,633.6,0.99,5395.85,259.88,0.11,0.16,5.86,Leaf Development,6
Batch_001,2025-04-27 17:15:00,15,65.92,33.65,27.24,629.28,0.98,7423.69,250.76,0.11,0.09,5.74,Leaf Development,6
Batch_001,2025-04-27 17:20:00,15,59.57,32.38,28.81,622.42,0.97,6347.22,250.62,0.1,0.09,5.91,Leaf Development,6
Batch_001,2025-04-27 17:25:00,15,63.91,31.29,26.51,627.19,0.98,7518.84,212.14,0.18,0.13,5.83,Leaf Development,6
Batch_001,2025-04-27 17:30:00,15,61.33,31.52,28.46,631.87,0.99,5577.25,368.9,0.09,0.14,5.76,Leaf Development,6
Batch_001,2025-04-27 17:35:00,15,63.03,30.52,29.36,637.01,1.0,6212.92,289.8,0.13,0.16,5.98,Leaf Development,6
Batch_001,2025-04-27 17:40:00,15,66.01,30.74,29.37,629.5,0.98,7446.25,370.58,0.16,0.13,5.98,Leaf Development,6
Batch_001,2025-04-27 17:45:00,15,67.79,29.93,26.25,637.86,1.0,6335.69,393.53,0.15,0.11,5.88,Leaf Development,6
Batch_001,2025-04-27 17:50:00,15,65.22,33.41,29.61,636.82,1.0,6855.16,210.56,0.08,0.12,5.96,Leaf Development,6
Batch_001,2025-04-27 17:55:00,15,69.11,29.96,29.82,625.41,0.98,6303.63,210.3,0.13,0.15,6.03,Leaf Development,6
Batch_001,2025-04-27 18:00:00,15,63.31,26.07,29.35,631.82,0.99,588.88,162.87,0.13,0.17,6.03,Leaf Development,6
Batch_001,2025-04-27 18:05:00,15,68.17,27.29,29.8,622.38,0.97,746.58,205.32,0.16,0.16,6.12,Leaf Development,6
Batch_001,2025-04-27 18:10:00,15,63.97,29.1,26.23,634.96,0.99,956.13,193.17,0.12,0.14,5.87,Leaf Development,6
Batch_001,2025-04-27 18:15:00,15,68.47,25.93,29.6,630.36,0.98,937.76,188.61,0.19,0.18,5.87,Leaf Development,6
Batch_001,2025-04-27 18:20:00,15,72.02,26.05,27.19,634.77,0.99,911.85,224.77,0.17,0.18,6.11,Leaf Development,6
Batch_001,2025-04-27 18:25:00,15,64.5,27.28,26.6,632.56,0.99,756.57,202.7,0.17,0.15,6.16,Leaf Development,6
Batch_001,2025-04-27 18:30:00,15,69.4,29.42,29.93,630.38,0.98,753.73,190.66,0.19,0.13,5.97,Leaf Development,6
Batch_001,2025-04-27 18:35:00,15,71.84,26.64,29.66,642.28,1.0,783.92,185.13,0.14,0.12,5.75,Leaf Development,6
Batch_001,2025-04-27 18:40:00,15,69.95,29.2,26.19,641.35,1.0,547.69,184.75,0.18,0.16,5.82,Leaf Development,6
Batch_001,2025-04-27 18:45:00,15,72.75,24.4,29.52,631.75,0.99,762.02,226.73,0.2,0.14,5.81,Leaf Development,6
Batch_001,2025-04-27 18:50:00,15,62.21,28.69,26.74,624.15,0.98,904.77,258.28,0.12,0.1,6.14,Leaf Development,6
Batch_001,2025-04-27 18:55:00,15,61.49,24.89,30.1,636.73,0.99,787.09,184.37,0.1,0.08,5.92,Leaf Development,6
Batch_001,2025-04-27 19:00:00,15,65.27,26.58,27.12,627.61,0.98,789.68,168.36,0.08,0.14,5.97,Leaf Development,6
Batch_001,2025-04-27 19:05:00,15,63.87,26.7,26.49,628.93,0.98,758.34,209.63,0.14,0.08,6.18,Leaf Development,6
Batch_001,2025-04-27 19:10:00,15,63.27,24.3,28.9,631.43,0.99,680.15,249.13,0.21,0.1,5.99,Leaf Development,6
Batch_001,2025-04-27 19:15:00,15,69.07,25.52,29.58,629.14,0.98,697.59,230.72,0.13,0.11,5.79,Leaf Development,6
Batch_001,2025-04-27 19:20:00,15,61.05,28.68,26.62,634.79,0.99,640.73,196.79,0.18,0.11,5.94,Leaf Development,6
Batch_001,2025-04-27 19:25:00,15,62.95,28.78,29.7,626.16,0.98,509.06,236.92,0.13,0.07,6.14,Leaf Development,6
Batch_001,2025-04-27 19:30:00,15,65.26,27.5,29.63,630.78,0.99,734.99,189.34,0.19,0.15,5.8,Leaf Development,6
Batch_001,2025-04-27 19:35:00,15,62.96,24.14,27.91,624.21,0.98,866.8,231.21,0.17,0.15,5.79,Leaf Development,6
Batch_001,2025-04-27 19:40:00,15,63.81,26.91,28.12,637.95,1.0,742.75,260.23,0.17,0.15,6.17,Leaf Development,6
Batch_001,2025-04-27 19:45:00,15,69.26,28.68,28.1,637.43,1.0,546.37,225.6,0.11,0.11,5.88,Leaf Development,6
Batch_001,2025-04-27 19:50:00,15,60.1,29.27,27.74,623.31,0.97,781.34,196.07,0.18,0.09,6.18,Leaf Development,6
Batch_001,2025-04-27 19:55:00,15,59.5,24.67,26.34,622.59,0.97,772.57,156.7,0.13,0.16,5.86,Leaf Development,6
Batch_001,2025-04-27 20:00:00,15,61.63,30.1,26.2,637.34,1.0,618.93,159.23,0.17,0.13,6.03,Leaf Development,6
Batch_001,2025-04-27 20:05:00,15,62.38,29.05,28.86,633.05,0.99,827.33,231.59,0.14,0.13,6.09,Leaf Development,6
Batch_001,2025-04-27 20:10:00,15,65.0,26.06,29.11,624.42,0.98,449.86,181.64,0.13,0.16,6.03,Leaf Development,6
Batch_001,2025-04-27 20:15:00,15,62.49,27.2,27.53,629.25,0.98,745.14,159.2,0.09,0.15,6.03,Leaf Development,6
Batch_001,2025-04-27 20:20:00,15,70.16,24.46,26.28,634.91,0.99,777.45,220.42,0.13,0.06,6.03,Leaf Development,6
Batch_001,2025-04-27 20:25:00,15,68.22,28.77,26.39,624.52,0.98,911.74,171.78,0.18,0.17,6.14,Leaf Development,6
Batch_001,2025-04-27 20:30:00,15,64.49,28.63,29.28,627.81,0.98,910.14,220.58,0.15,0.13,6.12,Leaf Development,6
Batch_001,2025-04-27 20:35:00,15,66.13,27.05,27.35,632.41,0.99,822.66,233.59,0.22,0.12,6.01,Leaf Development,6
Batch_001,2025-04-27 20:40:00,15,63.14,26.02,28.97,634.92,0.99,928.62,239.88,0.06,0.07,6.22,Leaf Development,6
Batch_001,2025-04-27 20:45:00,15,59.04,28.12,30.07,619.19,0.97,888.17,222.67,0.16,0.17,6.16,Leaf Development,6
Batch_001,2025-04-27 20:50:00,15,68.47,26.22,26.67,634.68,0.99,657.44,169.13,0.09,0.09,5.94,Leaf Development,6
Batch_001,2025-04-27 20:55:00,15,62.79,28.6,26.61,624.58,0.98,973.51,222.08,0.17,0.15,5.89,Leaf Development,6
Batch_001,2025-04-27 21:00:00,15,63.09,24.97,26.4,633.7,0.99,653.57,164.74,0.19,0.08,5.92,Leaf Development,6
Batch_001,2025-04-27 21:05:00,15,59.91,28.98,29.37,630.27,0.98,769.01,234.24,0.11,0.18,5.85,Leaf Development,6
Batch_001,2025-04-27 21:10:00,15,60.95,29.2,27.68,625.4,0.98,795.65,187.52,0.09,0.16,5.92,Leaf Development,6
Batch_001,2025-04-27 21:15:00,15,68.97,25.5,29.3,633.38,0.99,822.44,125.99,0.07,0.18,5.77,Leaf Development,6
Batch_001,2025-04-27 21:20:00,15,71.42,27.17,30.05,628.2,0.98,1005.78,164.79,0.15,0.11,6.06,Leaf Development,6
Batch_001,2025-04-27 21:25:00,15,65.38,29.45,27.92,616.6,0.96,571.08,214.23,0.16,0.08,6.24,Leaf Development,6
Batch_001,2025-04-27 21:30:00,15,67.02,26.12,29.81,629.27,0.98,516.42,208.01,0.18,0.07,6.07,Leaf Development,6
Batch_001,2025-04-27 21:35:00,15,60.49,24.95,28.72,637.63,1.0,774.8,164.24,0.07,0.11,5.95,Leaf Development,6
Batch_001,2025-04-27 21:40:00,15,67.71,25.47,26.37,633.86,0.99,532.65,252.44,0.16,0.1,6.18,Leaf Development,6
Batch_001,2025-04-27 21:45:00,15,69.92,24.55,28.13,615.89,0.96,564.37,180.45,0.15,0.1,5.85,Leaf Development,6
Batch_001,2025-04-27 21:50:00,15,61.72,27.24,28.54,614.74,0.96,972.27,246.77,0.1,0.1,6.29,Leaf Development,6
Batch_001,2025-04-27 21:55:00,15,65.22,24.38,28.9,620.46,0.97,890.1,202.91,0.19,0.14,5.92,Leaf Development,6
Batch_001,2025-04-27 22:00:00,15,64.96,24.01,28.9,622.93,0.97,935.05,159.6,0.16,0.11,6.24,Leaf Development,6
Batch_001,2025-04-27 22:05:00,15,69.31,29.84,29.71,636.19,0.99,516.04,234.17,0.18,0.17,6.19,Leaf Development,6
Batch_001,2025-04-27 22:10:00,15,66.05,26.42,30.06,631.23,0.99,756.31,209.04,0.1,0.18,6.08,Leaf Development,6
Batch_001,2025-04-27 22:15:00,15,58.52,27.1,28.22,638.45,1.0,786.38,186.78,0.08,0.12,5.88,Leaf Development,6
Batch_001,2025-04-27 22:20:00,15,68.15,29.5,27.69,634.49,0.99,769.92,184.48,0.14,0.12,5.85,Leaf Development,6
Batch_001,2025-04-27 22:25:00,15,63.57,26.93,27.39,623.18,0.97,936.45,242.87,0.12,0.1,6.18,Leaf Development,6
Batch_001,2025-04-27 22:30:00,15,68.0,24.59,27.89,627.24,0.98,943.05,232.14,0.1,0.1,5.92,Leaf Development,6
Batch_001,2025-04-27 22:35:00,15,59.74,28.74,27.54,633.94,0.99,900.64,225.3,0.18,0.08,6.19,Leaf Development,6
Batch_001,2025-04-27 22:40:00,15,66.14,24.74,25.7,628.67,0.98,751.4,212.78,0.1,0.09,5.99,Leaf Development,6
Batch_001,2025-04-27 22:45:00,15,69.96,29.45,27.24,633.36,0.99,685.28,225.13,0.16,0.16,6.13,Leaf Development,6
Batch_001,2025-04-27 22:50:00,15,68.12,28.93,29.6,623.92,0.97,801.57,229.36,0.07,0.12,6.05,Leaf Development,6
Batch_001,2025-04-27 22:55:00,15,69.35,30.1,29.24,630.83,0.99,878.72,225.98,0.11,0.11,5.89,Leaf Development,6
Batch_001,2025-04-27 23:00:00,15,66.24,25.59,28.97,635.6,0.99,793.93,200.81,0.15,0.08,6.12,Leaf Development,6
Batch_001,2025-04-27 23:05:00,15,59.05,28.87,28.24,633.75,0.99,861.86,157.65,0.14,0.13,6.11,Leaf Development,6
Batch_001,2025-04-27 23:10:00,15,64.38,29.88,26.09,620.66,0.97,901.13,238.48,0.1,0.12,6.05,Leaf Development,6
Batch_001,2025-04-27 23:15:00,15,69.96,27.53,28.37,631.34,0.99,889.2,230.1,0.15,0.12,5.94,Leaf Development,6
Batch_001,2025-04-27 23:20:00,15,66.51,26.84,29.33,642.98,1.0,775.73,153.21,0.09,0.1,5.93,Leaf Development,6
Batch_001,2025-04-27 23:25:00,15,67.81,29.64,29.12,631.61,0.99,916.33,156.71,0.14,0.11,6.0,Leaf Development,6
Batch_001,2025-04-27 23:30:00,15,70.06,24.0,28.34,625.9,0.98,592.65,199.12,0.17,0.09,6.0,Leaf Development,6
Batch_001,2025-04-27 23:35:00,15,66.98,27.48,29.3,637.58,1.0,798.81,232.64,0.16,0.13,5.88,Leaf Development,6
Batch_001,2025-04-27 23:40:00,15,64.15,27.94,27.68,632.55,0.99,527.45,233.34,0.17,0.1,6.2,Leaf Development,6
Batch_001,2025-04-27 23:45:00,15,61.67,27.98,28.28,616.33,0.96,986.38,184.64,0.17,0.08,6.08,Leaf Development,6
Batch_001,2025-04-27 23:50:00,15,71.96,29.16,27.59,634.57,0.99,748.73,198.17,0.1,0.08,5.94,Leaf Development,6
Batch_001,2025-04-27 23:55:00,15,66.67,24.78,27.21,626.64,0.98,830.05,184.42,0.07,0.11,5.9,Leaf Development,6
Batch_001,2025-04-28 00:00:00,16,84.84,22.97,23.9,634.58,0.99,604.11,170.68,0.1,0.06,6.08,Leaf Development,6
Batch_001,2025-04-28 00:05:00,16,79.98,21.94,23.74,627.26,0.98,791.04,248.09,0.09,0.08,6.17,Leaf Development,6
Batch_001,2025-04-28 00:10:00,16,79.1,22.04,23.95,629.28,0.98,717.27,156.01,0.18,0.17,5.99,Leaf Development,6
Batch_001,2025-04-28 00:15:00,16,78.94,21.85,23.15,631.41,0.99,559.58,172.54,0.15,0.13,5.87,Leaf Development,6
Batch_001,2025-04-28 00:20:00,16,82.72,24.33,19.98,621.82,0.97,876.38,234.99,0.12,0.18,5.94,Leaf Development,6
Batch_001,2025-04-28 00:25:00,16,82.85,23.47,22.47,628.14,0.98,573.22,185.01,0.14,0.1,6.15,Leaf Development,6
Batch_001,2025-04-28 00:30:00,16,79.34,24.08,22.23,625.5,0.98,517.35,217.62,0.15,0.09,5.73,Leaf Development,6
Batch_001,2025-04-28 00:35:00,16,86.78,23.56,21.31,627.74,0.98,536.72,150.03,0.15,0.12,5.93,Leaf Development,6
Batch_001,2025-04-28 00:40:00,16,80.48,22.74,20.84,634.3,0.99,593.92,204.91,0.17,0.1,6.19,Leaf Development,6
Batch_001,2025-04-28 00:45:00,16,83.17,23.3,20.57,624.29,0.98,559.9,202.06,0.18,0.17,5.96,Leaf Development,6
Batch_001,2025-04-28 00:50:00,16,86.35,23.72,22.69,630.43,0.99,687.66,190.53,0.19,0.14,6.02,Leaf Development,6
Batch_001,2025-04-28 00:55:00,16,84.99,22.48,22.47,629.4,0.98,725.74,173.93,0.16,0.13,5.94,Leaf Development,6
Batch_001,2025-04-28 01:00:00,16,83.93,23.41,21.34,625.84,0.98,525.06,215.42,0.1,0.11,5.94,Leaf Development,6
Batch_001,2025-04-28 01:05:00,16,82.14,22.35,22.58,630.5,0.99,586.28,173.26,0.17,0.18,5.93,Leaf Development,6
Batch_001,2025-04-28 01:10:00,16,85.25,25.58,20.03,630.99,0.99,639.68,172.21,0.18,0.16,5.97,Leaf Development,6
Batch_001,2025-04-28 01:15:00,16,80.55,24.14,21.42,629.6,0.98,867.82,230.32,0.12,0.11,5.88,Leaf Development,6
Batch_001,2025-04-28 01:20:00,16,85.77,26.22,20.11,628.13,0.98,509.45,210.81,0.18,0.15,5.78,Leaf Development,6
Batch_001,2025-04-28 01:25:00,16,79.78,22.95,20.4,635.44,0.99,525.81,206.11,0.1,0.14,6.03,Leaf Development,6
Batch_001,2025-04-28 01:30:00,16,85.92,23.04,20.9,632.23,0.99,503.7,169.39,0.15,0.12,6.0,Leaf Development,6
Batch_001,2025-04-28 01:35:00,16,84.18,22.32,22.9,631.84,0.99,920.3,238.7,0.12,0.07,5.74,Leaf Development,6
Batch_001,2025-04-28 01:40:00,16,81.11,23.94,22.87,634.66,0.99,847.45,249.91,0.14,0.07,6.06,Leaf Development,6
Batch_001,2025-04-28 01:45:00,16,80.49,23.58,24.1,640.32,1.0,586.8,213.32,0.19,0.13,5.89,Leaf Development,6
Batch_001,2025-04-28 01:50:00,16,84.47,23.38,22.03,626.03,0.98,455.72,164.98,0.09,0.09,6.04,Leaf Development,6
Batch_001,2025-04-28 01:55:00,16,82.08,22.81,20.69,621.68,0.97,840.91,178.35,0.16,0.07,5.78,Leaf Development,6
Batch_001,2025-04-28 02:00:00,16,82.55,24.05,20.63,623.35,0.97,632.9,190.49,0.08,0.12,5.96,Leaf Development,6
Batch_001,2025-04-28 02:05:00,16,82.24,24.66,23.15,632.14,0.99,890.56,173.94,0.16,0.11,5.8,Leaf Development,6
Batch_001,2025-04-28 02:10:00,16,80.01,25.8,20.38,623.33,0.97,935.7,203.67,0.15,0.11,5.84,Leaf Development,6
Batch_001,2025-04-28 02:15:00,16,81.84,25.39,20.8,634.68,0.99,611.12,170.87,0.15,0.05,6.08,Leaf Development,6
Batch_001,2025-04-28 02:20:00,16,83.76,24.61,21.55,626.5,0.98,868.8,248.23,0.2,0.17,5.82,Leaf Development,6
Batch_001,2025-04-28 02:25:00,16,80.38,24.15,20.67,627.08,0.98,800.95,187.17,0.18,0.09,6.04,Leaf Development,6
Batch_001,2025-04-28 02:30:00,16,84.93,24.3,21.91,628.09,0.98,851.12,241.43,0.13,0.16,6.1,Leaf Development,6
Batch_001,2025-04-28 02:35:00,16,82.56,24.19,22.64,637.26,1.0,847.37,244.65,0.1,0.13,6.19,Leaf Development,6
Batch_001,2025-04-28 02:40:00,16,78.34,24.64,21.77,636.31,0.99,834.67,187.42,0.2,0.17,6.07,Leaf Development,6
